Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
GradientBoostingRegressor(random_state=1),Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[1.48097321e-02 7.60320876e-03 1.60096449e-02 3.26924173e-03
 5.12017827e-03 9.09433219e-03 5.23559098e-02 1.15358578e-03
 2.78659964e-03 1.56446413e-02 1.14784774e-02 2.81358437e-02
 8.06091901e-04 1.76117309e-03 1.71317382e-02 8.58951697e-03
 4.87869519e-02 2.38821433e-02 9.00082851e-04 4.43075594e-03
 3.37812440e-02 1.61934060e-01 1.07355532e-02 1.12291541e-02
 1.12371244e-03 6.41505270e-03 7.56677716e-03 1.46535965e-03
 2.00943470e-03 9.22523174e-03 6.59620838e-02 5.79181804e-03
 3.66932055e-01 3.11320359e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.11866561e-04 7.22156033e-04 0.00000000e+00
 9.86269325e-06 7.81078746e-06 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.88460410e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.42562813e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.22142581e-04
 0.00000000e+00 0.00000000e+00 3.47202738e-04 0.00000000e+00
 2.12030991e-04 0.00000000e+00 2.65449080e-04 0.00000000e+00
 5.34240204e-04 2.44558892e-03 0.00000000e+00 7.90519681e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.53303785e-04 3.34211619e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.47247604e-04 0.00000000e+00
 0.00000000e+00 1.42093657e-06 0.00000000e+00 6.68777747e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.45578976e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",86.082884,39.952322,0.028392,0.836431,False,2021-11-15 23:59:38.351305
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00118683
 0.         0.         0.         0.         0.         0.00121629
 0.         0.         0.00103454 0.32865139 0.         0.
 0.         0.         0.         0.         0.         0.
 0.05237851 0.         0.58087177 0.03466067 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",80.534322,69.080543,0.149607,0.510978,False,2021-11-15 23:59:39.367914
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,260.182496,51.183517,-7.875924,0.731541,False,2021-11-15 23:59:43.850047
LinearRegression(),Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,27527478965348.941406,64.836319,-161893971484193551548416.000000,0.533963,False,2021-11-15 23:59:43.894927
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.06119963 0.02597301 0.02554387 0.01799365 0.00910119 0.02004466
 0.22069647 0.00459503 0.00665973 0.20867975 0.01840499 0.01670927
 0.00445602 0.00500713 0.02201877 0.034654   0.03252153 0.02911852
 0.00605043 0.03462138 0.0170407  0.01330528 0.03460596 0.02085247
 0.00762156 0.00507609 0.00666437 0.01215305 0.01380134 0.00591905
 0.0158806  0.01202361 0.01417782 0.01682908 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",119.759264,25.680358,-2.064192,0.926888,False,2021-11-15 23:59:45.752265
GradientBoostingRegressor(random_state=1),Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.05907159 0.01337901 0.02411309 0.01691645 0.00872575 0.01262238
 0.28815436 0.00105741 0.00152186 0.23132021 0.01596216 0.01271705
 0.         0.00062616 0.02110298 0.02281275 0.02101796 0.01685385
 0.00259615 0.03978981 0.00951484 0.00648282 0.06247486 0.01938442
 0.0084194  0.00060367 0.00084589 0.00911509 0.00504465 0.01053689
 0.02379905 0.00141769 0.02311085 0.00888889 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",116.380407,48.850501,-1.893727,0.735441,False,2021-11-15 23:59:47.568219
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.         0.         0.00090748 0.         0.         0.
 0.5370571  0.         0.         0.42075615 0.         0.
 0.         0.         0.         0.02046505 0.         0.0011806
 0.00143686 0.         0.         0.00956669 0.00444711 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00192396 0.002259   0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",103.699037,74.085757,-1.297456,0.391510,False,2021-11-15 23:59:48.568703
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']","['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,247.224784,65.964985,-12.058155,0.517596,False,2021-11-15 23:59:50.786274
LinearRegression(),Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,558.622319,40.988755,-33.595586,0.641056,False,2021-11-15 23:59:50.816192
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[5.71582807e-02 1.69897638e-02 1.62093550e-02 1.30199735e-02
 9.83237332e-03 1.50232370e-02 1.87617692e-01 5.82581048e-03
 1.01757954e-02 2.01238263e-01 1.53636521e-02 1.59434741e-02
 6.29780790e-03 8.65794516e-03 1.35573947e-02 5.41262099e-02
 1.26212788e-01 2.16879805e-02 5.88106643e-03 1.63480587e-02
 1.58759231e-02 8.85425169e-03 2.40510462e-02 1.93061456e-02
 5.10606018e-03 7.22915767e-03 1.76157103e-02 1.81538429e-02
 1.05616956e-02 8.68085026e-03 8.17382715e-03 9.19221069e-03
 1.07585568e-02 8.98538754e-03 2.83926592e-04 1.27512012e-04
 3.09124691e-05 4.13869903e-04 2.23028510e-04 1.07425080e-04
 5.72587813e-05 1.23611047e-04 3.56765230e-04 3.01623811e-05
 3.12815126e-04 0.00000000e+00 3.17297863e-05 5.34033096e-05
 1.59087098e-05 1.85397539e-05 6.27424517e-05 0.00000000e+00
 1.04121699e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.03141013e-04 0.00000000e+00 3.14418125e-05 2.44755422e-04
 4.97688906e-05 9.50790506e-05 4.14374176e-05 4.59695963e-05
 5.39168573e-05 2.50862155e-04 1.13755307e-04 7.22416673e-05
 1.24476217e-04 0.00000000e+00 1.96288286e-05 1.23841605e-04
 9.68561782e-05 5.79835680e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.95081914e-05 9.39271504e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.88511858e-04 1.04030897e-04
 2.45355645e-04 4.02145783e-04 5.60788707e-04 3.02792826e-04
 1.12883331e-03 8.63775642e-05 1.22039914e-04 1.22156596e-04
 8.00406083e-05 0.00000000e+00 7.34785592e-05 1.08531588e-04
 5.28036884e-04 1.41285434e-04 2.34704225e-04 1.14316311e-04
 5.38937597e-05 0.00000000e+00 6.63360868e-05 6.68871215e-05
 2.56239376e-05 2.71211613e-04 4.22396104e-05 2.90165664e-04
 3.88471116e-05 0.00000000e+00 8.64642422e-05 0.00000000e+00
 1.24601888e-04 3.66391277e-04 0.00000000e+00 0.00000000e+00]",118.779709,16.830469,-0.564115,0.939481,False,2021-11-15 23:59:52.854311
GradientBoostingRegressor(random_state=1),Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[8.45344616e-02 6.57699157e-03 1.08084977e-02 4.60129881e-03
 1.06518543e-02 1.30179672e-02 2.83268823e-01 4.39273636e-03
 4.86623899e-03 1.79156083e-01 2.17400196e-03 1.75184972e-02
 8.26764799e-03 1.92519930e-03 3.51874340e-03 5.09175761e-02
 1.32886683e-01 2.18493266e-02 1.58200838e-03 8.03765232e-03
 1.11590035e-02 3.14658242e-04 2.31251398e-02 9.07418542e-03
 1.91091944e-03 2.67243775e-03 1.97136566e-02 3.56864127e-02
 6.53576865e-03 2.16430645e-03 5.38428943e-03 4.34290574e-03
 7.04543520e-03 7.30754197e-03 0.00000000e+00 9.48522698e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.20569357e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.62025560e-03 0.00000000e+00 2.97147805e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.59976631e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.20729471e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.06025722e-03 0.00000000e+00
 2.03504536e-03 2.00447510e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.25999829e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.64124406e-06
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.42487087e-05 0.00000000e+00 0.00000000e+00]",117.215058,31.175159,-0.523179,0.792358,False,2021-11-15 23:59:54.654653
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[0.         0.         0.         0.         0.         0.
 0.43390404 0.         0.         0.51814122 0.         0.
 0.         0.         0.         0.03235381 0.0115134  0.
 0.         0.         0.         0.         0.         0.00114265
 0.         0.         0.         0.00294488 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",117.472419,52.917529,-0.529875,0.401730,False,2021-11-15 23:59:55.645136
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,120.672636,41.836171,-0.614365,0.626060,False,2021-11-15 23:59:59.540623
LinearRegression(),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']",,59.020084,58.070578,0.713860,0.723419,True,2021-11-16 00:00:00.467541
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']","[2.61853629e-02 1.16570723e-02 1.28763310e-02 9.22961842e-03
 4.36463807e-03 2.41361566e-02 6.06712897e-02 2.78914522e-03
 3.94609346e-03 4.82560985e-02 1.00724504e-02 1.22480027e-02
 3.19260314e-03 2.93097252e-03 1.45081936e-02 1.86641770e-02
 3.61665003e-02 1.45949716e-02 3.26136762e-03 1.79113891e-02
 1.36204133e-02 1.46396217e-01 1.51842930e-02 1.41796407e-02
 4.61049214e-03 3.29601234e-03 4.63422540e-03 8.96900318e-03
 9.37481514e-03 4.01333255e-03 1.10995562e-02 9.67066059e-03
 3.58887327e-02 8.70212621e-03 1.47360510e-04 1.99677417e-04
 2.10296922e-04 2.94248831e-05 3.36410246e-04 1.11312703e-04
 2.94489149e-03 5.78942384e-03 2.27918667e-04 6.96840275e-05
 2.71195776e-04 8.58195413e-06 1.43730693e-03 5.55516101e-03
 2.91640169e-03 6.12078608e-03 1.16850217e-02 1.02019351e-04
 9.97327858e-03 0.00000000e+00 8.05012959e-05 1.04535712e-02
 1.76206509e-03 5.80928813e-03 2.01528459e-04 2.20707056e-04
 3.17416445e-04 8.85693594e-05 2.04588929e-04 6.98973744e-04
 2.84043649e-03 1.44530636e-02 7.60928154e-04 6.20351945e-04
 2.33652499e-02 0.00000000e+00 2.84673674e-02 5.41202299e-02
 7.66672191e-04 2.17910062e-04 6.55609197e-03 2.61367766e-03
 2.27567887e-02 3.93582170e-03 3.86862609e-03 1.45050140e-02
 6.10806296e-03 1.28897125e-02 6.06156137e-04 3.44960770e-04
 9.61051387e-04 6.67336912e-03 9.53443815e-03 3.32586709e-04
 6.47487826e-04 3.55512361e-04 1.05197348e-04 1.13084556e-04
 3.43264709e-04 0.00000000e+00 6.83615106e-04 1.48719231e-04
 9.15221650e-03 3.16368961e-03 1.58702726e-04 2.07747572e-04
 7.30969509e-04 5.35352118e-04 1.86178603e-04 5.67313141e-03
 8.47192999e-03 8.83102404e-03 1.10368995e-04 4.13760660e-04
 1.23004149e-04 2.44325991e-02 5.18599125e-04 1.07542620e-02
 5.94166809e-03 5.62402963e-03]",56.982368,21.146441,0.732749,0.963317,True,2021-11-16 00:00:33.455860
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']","[1.28462605e-02 3.27626592e-03 7.29254978e-03 2.81610365e-03
 1.39828811e-03 5.07420187e-03 6.68407780e-02 1.84983251e-04
 8.03901724e-04 6.71056497e-02 3.79947502e-03 5.76889148e-03
 0.00000000e+00 6.48031225e-04 1.18477638e-02 1.06474694e-02
 4.74179109e-02 4.97278520e-03 8.10623265e-05 6.81600270e-03
 4.59587853e-03 1.31735460e-01 2.27066581e-02 7.17374042e-04
 5.21188879e-04 1.57696442e-04 1.19625687e-03 1.15684753e-03
 6.06766727e-03 1.96734802e-03 5.82296513e-03 8.70950914e-04
 8.83626856e-02 4.06165192e-04 1.31890768e-04 1.83534622e-04
 3.19882127e-03 0.00000000e+00 2.12783766e-04 1.32715587e-03
 4.00394431e-02 5.92905158e-04 4.36351765e-06 3.74687535e-04
 1.15608305e-03 2.43614660e-02 2.31232108e-03 4.15007587e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.65298972e-02 0.00000000e+00 0.00000000e+00 5.29816677e-02
 5.36732631e-03 1.15899120e-02 0.00000000e+00 2.07164237e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.70695323e-02 7.92669635e-04 0.00000000e+00 1.74725597e-03
 0.00000000e+00 0.00000000e+00 4.93219965e-03 2.18997406e-04
 1.39171606e-03 4.06713178e-03 0.00000000e+00 5.35794907e-05
 8.49032667e-02 1.09399484e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.90646735e-03 0.00000000e+00 1.90007159e-04
 5.13329528e-04 9.63148232e-03 9.00722362e-04 2.08871678e-03
 4.56869531e-03 0.00000000e+00 1.19416928e-04 0.00000000e+00
 3.41149446e-04 0.00000000e+00 8.62518225e-03 0.00000000e+00
 3.40321642e-04 3.17071979e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.08522755e-02 1.40794252e-04 9.76477699e-03
 0.00000000e+00 2.27257111e-04 3.94853267e-04 1.23492670e-04
 2.75938407e-04 2.95252518e-02 1.22067318e-04 0.00000000e+00
 4.75055844e-03 2.53925664e-04]",58.305328,50.780178,0.720344,0.788473,True,2021-11-16 00:01:07.133973
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']","[7.72480239e-04 1.99421886e-03 2.19673419e-04 5.05911675e-04
 1.79785217e-04 2.38240394e-02 6.04808162e-02 2.08617278e-04
 1.44445421e-04 6.19840603e-02 7.11167985e-04 9.06849370e-05
 0.00000000e+00 0.00000000e+00 2.40815129e-03 4.26139951e-03
 2.29860051e-02 1.49960530e-04 0.00000000e+00 1.59171446e-03
 4.34473650e-04 2.16509531e-01 1.08496897e-03 4.62466263e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.26665549e-03
 9.59861224e-04 0.00000000e+00 7.75766161e-04 1.28303923e-03
 4.10724377e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.05503803e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.60292960e-03 0.00000000e+00 0.00000000e+00
 6.73786635e-04 3.45967669e-03 0.00000000e+00 8.43115931e-03
 8.91212231e-03 0.00000000e+00 9.18257445e-03 0.00000000e+00
 9.17415514e-03 0.00000000e+00 6.68084003e-04 1.66494769e-02
 0.00000000e+00 1.08036721e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.69865951e-03 8.62450347e-03 0.00000000e+00 0.00000000e+00
 4.32789774e-02 0.00000000e+00 3.54206777e-02 1.00021632e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.45038676e-02 5.51058927e-03 0.00000000e+00 4.49105284e-02
 0.00000000e+00 1.90482466e-02 0.00000000e+00 0.00000000e+00
 4.97246185e-04 6.45402545e-03 2.63580443e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.41769027e-03
 0.00000000e+00 9.14960241e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.27826436e-03 1.45474120e-03 1.73370507e-02
 1.75833703e-02 8.25379226e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.75104842e-02 0.00000000e+00 1.65577332e-02
 9.07462137e-03 1.72679824e-02]",66.647837,65.057489,0.634867,0.652861,True,2021-11-16 00:01:14.334393
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices']",,59.386049,58.473970,0.710268,0.719563,True,2021-11-16 00:03:38.197118
LinearRegression(),Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,37.962924,35.403009,0.418115,0.504702,True,2021-11-16 00:03:38.322503
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.03010397 0.02393486 0.02736982 0.02386174 0.0229501  0.0113119
 0.17627846 0.00951744 0.02642617 0.18938528 0.0213516  0.01818715
 0.00623384 0.0075797  0.02226223 0.02546432 0.03467297 0.04620595
 0.01016296 0.01836979 0.04625431 0.01256057 0.01849265 0.0179364
 0.00891955 0.00653618 0.04112882 0.01524471 0.02611245 0.00747131
 0.01201961 0.01020853 0.01389157 0.01159309 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",40.318049,15.047033,0.341526,0.910504,True,2021-11-16 00:03:42.113671
GradientBoostingRegressor(random_state=1),Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.04540606 0.02628052 0.04212326 0.01564545 0.01627498 0.00892291
 0.1530003  0.01071386 0.03168315 0.2785448  0.01757875 0.01605028
 0.0022841  0.00843294 0.01833109 0.01809904 0.01629233 0.05988942
 0.01498042 0.01670369 0.04542835 0.00926867 0.01153209 0.01972614
 0.00377377 0.00540276 0.03522045 0.0055831  0.01092716 0.00633675
 0.00390121 0.00286684 0.01512014 0.00767524 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",40.406748,22.188559,0.339699,0.805331,True,2021-11-16 00:03:45.659938
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",50.522197,50.305735,-0.031492,-0.000060,True,2021-11-16 00:03:47.185588
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,37.662148,36.207257,0.427482,0.481959,True,2021-11-16 00:03:54.045723
LinearRegression(),Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']",,43.119438,40.849997,0.808817,0.832091,True,2021-11-16 00:03:54.144458
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,"['spectral_indices_all', 'weather_features', 'base_indices']","[0.01731732 0.00955622 0.66705196 0.00851003 0.00690787 0.00696365
 0.00548478 0.00305818 0.00497431 0.00507292 0.00656094 0.00650344
 0.00831994 0.00425967 0.00763874 0.0087972  0.00872554 0.01400872
 0.00572492 0.00691467 0.01385079 0.00788886 0.00931508 0.01684093
 0.00405651 0.00577604 0.00652105 0.00874462 0.01014396 0.00462089
 0.04598642 0.00543704 0.00737006 0.04109672 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",44.396379,16.529901,0.798445,0.972514,True,2021-11-16 00:03:58.470902
